Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src
chupa-chups-bigbabol-rasa-cola-lollipop,Chupa Chups Bigbabol Rasa Cola Lollipop,12g ,Candyshop,General,"General, Imported",TRUE,Title,Default Title,12,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1775744298-ChupaChupsBigbabolRasaColaLollipop12g.jfif?q=10
zed-gumball-machine-mini,Zed GumBall Machine Mini,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,990,TRUE,TRUE,https://assets.indolj.io/upload/1761922109-Zed GumBall Machine Mini.jpg?q=10
spongebob-fruit-candy-rollup,SpongeBob Fruit Candy Rollup,226g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,226,shopify,100,deny,manual,3850,TRUE,TRUE,https://assets.indolj.io/upload/1784853197-SpongebobFruitCandyRollup226g.jfif?q=10
skittles-smoothies,Skittles Smoothies, 152g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,152,shopify,100,deny,manual,1450,TRUE,TRUE,https://assets.indolj.io/upload/1761922139-Skittles Smoothies 152g.jpg?q=10
skittles-crazy-sours-pouch,Skittles Crazy Sours Pouch, 152g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,152,shopify,100,deny,manual,1450,TRUE,TRUE,https://assets.indolj.io/upload/1761922182-Skittles Crazy Sours Pouch 152g.jpg?q=10
fruit-rollups-sour-variety-pack-141g,Fruit Rollups Sour Variety pack 141g, 141g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,141,shopify,100,deny,manual,3850,TRUE,TRUE,https://assets.indolj.io/upload/1784853332-FruitRollUpsSourVarietypack141g.jfif?q=10
alpenliebe-rasa-madususu-lollipop,Alpenliebe Rasa Madu&Susu Lollipop,11g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,11,shopify,100,deny,manual,100,TRUE,TRUE,https://assets.indolj.io/upload/1775744320-AlpenliebeRasaMaduSusuLollipop11g.jfif?q=10
warhead-dippin-ring,Warhead Dippin Ring,25g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,25,shopify,100,deny,manual,990,TRUE,TRUE,https://assets.indolj.io/upload/1761922254-Warhead Dippin Ring 25g.jpg?q=10
jurassic-world-rollup,Jurassic World Rollup,226g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,226,shopify,100,deny,manual,3850,TRUE,TRUE,https://assets.indolj.io/upload/1784853506-JurassicWorldRollup226g.jfif?q=10
alpenliebe-mix-berry-lollypop,Alpenliebe Mix Berry Lollypop,10.5g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,10,shopify,100,deny,manual,100,TRUE,TRUE,https://assets.indolj.io/upload/1775744359-AlpenliebeMixBerryLollypop10.5g.jfif?q=10
alpenliebe-caramel-lollypop,Alpenliebe Caramel Lollypop,10.5g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,10,shopify,100,deny,manual,100,TRUE,TRUE,https://assets.indolj.io/upload/1775744402-AlpenliebeCaramelLollypop10.5g.jfif?q=10
american-gum-balls-jar,American Gum Balls Jar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,280,TRUE,TRUE,https://assets.indolj.io/upload/1750078898-American-Gum-Balls-Jar-100g.jpg?q=10
alpenliebe-strawberry-lollypop,Alpenliebe Strawberry Lollypop,10.5g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,10,shopify,100,deny,manual,100,TRUE,TRUE,https://assets.indolj.io/upload/1775744469-AlpenliebeSberryLollypop10.5g.jfif?q=10
chupa-chups-bigbabol-rasa-strawberry-lollipop,Chupa Chups Bigbabol Rasa Strawberry Lollipop,12g ,Candyshop,General,"General, Imported",TRUE,Title,Default Title,12,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1775744516-ChupaChupsBigbabolRasaStrawberryLollipop12g.jfif?q=10
takis-fuego-lollipops-pack-of-5pcs-120tg,Takis Fuego Lollipops Pack of 5Pcs 120tg,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,2450,TRUE,TRUE,https://assets.indolj.io/upload/1783640881-TakisFuegoLollipopsPackof5Pcs120tg.jfif?q=10
fox-fruits-candy,Fox Fruits Candy,90g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,90,shopify,100,deny,manual,350,TRUE,TRUE,https://assets.indolj.io/upload/1750125266-Fox Fruits Candy 90g.jpg?q=10
fox-spring-tea-candy,Fox Spring Tea Candy,90g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,90,shopify,100,deny,manual,350,TRUE,TRUE,https://assets.indolj.io/upload/1750125248-Fox Spring Tea Candy 90g.webp?q=10
chupa-chups-belt-apple-10g,Chupa Chups Belt Apple 10g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,160,TRUE,TRUE,https://assets.indolj.io/upload/1783640927-ChupaChupsBeltApple10g.jfif?q=10
fox-fruity-mints-candy,Fox Fruity Mints Candy,90g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,90,shopify,100,deny,manual,350,TRUE,TRUE,https://assets.indolj.io/upload/1750125257-Fox Fruity Mints Candy 90g.webp?q=10
extra-white,Extra White,46P 64g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,64,shopify,100,deny,manual,1490,TRUE,TRUE,https://assets.indolj.io/upload/1752370221-Extra White 46P 64g.jpg?q=10
fox-mints-candy,Fox Mints Candy,90g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,90,shopify,100,deny,manual,350,TRUE,TRUE,https://assets.indolj.io/upload/1750125276-Fox Mints Candy 90g.jpg?q=10
extra-gum-jar-peppermint,Extra Gum Jar Peppermint,84g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,84,shopify,100,deny,manual,1690,TRUE,TRUE,https://assets.indolj.io/upload/1752370143-Extra Gum Jar Peppermint 84g.jpg?q=10
fox-berries-candy,Fox Berries Candy,90g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,90,shopify,100,deny,manual,350,TRUE,TRUE,https://assets.indolj.io/upload/1750125284-Fox Berries Candy 90g.webp?q=10
extra-gum-jar-watermelon,Extra Gum Jar Watermelon,84g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,84,shopify,100,deny,manual,1690,TRUE,TRUE,https://assets.indolj.io/upload/1752370158-Extra Gum Jar Watermelon 84g.jpg?q=10
jojo-sour-whacky-squeeze-candy,JOJO Sour Whacky Squeeze Candy,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,300,TRUE,TRUE,https://assets.indolj.io/upload/1783640994-JOJOSourWhackySqueezeCandy.jfif?q=10
fox-fruity-mints-tin,Fox Fruity Mints Tin,180g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,180,shopify,100,deny,manual,870,TRUE,TRUE,https://assets.indolj.io/upload/1750125293-Fox Fruity Mints Tin  180g.jpg?q=10
extra-gum-jar-strawberry,Extra Gum Jar Strawberry,84g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,84,shopify,100,deny,manual,1690,TRUE,TRUE,https://assets.indolj.io/upload/1752370151-Extra Gum Jar Sberry 84g.jpg?q=10
ice-breakers-sours-watermelon-green-apple-tangerine,Ice Breakers Sours Watermelon Green Apple Tangerine,42g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,42,shopify,100,deny,manual,890,TRUE,TRUE,https://assets.indolj.io/upload/1734075552-b7.jpg?q=10
extra-bubblemint-jar,Extra Bubblemint Jar,60 Pcs 84g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,84,shopify,100,deny,manual,1450,TRUE,TRUE,https://assets.indolj.io/upload/1752370116-Extra Bubblemint Jar 60pcs 84g.jpg?q=10
ice-breakers-mints-coolmint,Ice Breakers Mints Coolmint,42g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,42,shopify,100,deny,manual,890,TRUE,TRUE,https://assets.indolj.io/upload/1734075746-b8_11zon.webp?q=10
mentos-peppermint-bottle,Mentos Peppermint Bottle,56g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,56,shopify,100,deny,manual,990,TRUE,TRUE,https://assets.indolj.io/upload/1752370611-Mentos Peppermint Bottle 56g.jpg?q=10
mike-and-ike-berry-blast-120g,Mike And Ike Berry Blast 120g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,1690,TRUE,TRUE,https://assets.indolj.io/upload/1783641076-MikeAndIkeBerryBlast120g.jfif?q=10
magic-pops-popping-candy-mix-55g,Magic pops Popping Candy Mix 5.5g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,50,TRUE,TRUE,https://assets.indolj.io/upload/1784186002-MagicpopsPoppingCandyMix5.5g.jpg?q=10
ice-breakers-mints-wintergreen,Ice Breakers Mints WinterGreen,42g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,42,shopify,100,deny,manual,890,TRUE,TRUE,https://assets.indolj.io/upload/1734075847-b9_11zon.png?q=10
mentos-bubble-fresh-sf-gum,Mentos Bubble Fresh SF Gum,56g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,56,shopify,100,deny,manual,990,TRUE,TRUE,https://assets.indolj.io/upload/1752370623-Mentos Bubble Fresh SF Gum 56g.jpg?q=10
ice-breakers-sours-mixed-berry-strawberry-cherry,Ice Breakers Sours Mixed Berry Strawberry Cherry,42g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,42,shopify,100,deny,manual,890,TRUE,TRUE,https://assets.indolj.io/upload/1734075960-b10_11zon.png?q=10
mentos-spearmint-sf-gum,Mentos Spearmint SF Gum,56g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,56,shopify,100,deny,manual,990,TRUE,TRUE,https://assets.indolj.io/upload/1752370637-Mentos Spearmint SF Gum 56g.jpg?q=10
ice-breakers-mints-cinnamon,Ice Breakers Mints Cinnamon,42g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,42,shopify,100,deny,manual,890,TRUE,TRUE,https://assets.indolj.io/upload/1734076041-c1_11zon.jpg?q=10
mentos-bottle-gum-blue,Mentos Bottle Gum Blue,56g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,56,shopify,100,deny,manual,990,TRUE,TRUE,https://assets.indolj.io/upload/1752370646-Mentos Bottle Gum Blue 56g.jpg?q=10
flipndip-pushpop-mix-25g,FlipNdip PushPop Mix 25g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,990,TRUE,TRUE,https://assets.indolj.io/upload/1784186101-FlipNdipPushPopMix25g.jpg?q=10
mentos-tropical-bottle,Mentos Tropical Bottle,56g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,56,shopify,100,deny,manual,990,TRUE,TRUE,https://assets.indolj.io/upload/1752370655-Mentos Tropical Bottle 56g.jpg?q=10
american-gum-balls-pouch,American Gum Balls Pouch,140g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,140,shopify,100,deny,manual,420,TRUE,TRUE,https://assets.indolj.io/upload/1750125304-American Gum Balls Pouch 140g.jpg?q=10
trident-mint-bliss-sugar-free-gum,Trident Mint Bliss Sugar Free Gum,14 Sticks,Candyshop,General,"General, Imported",TRUE,Title,Default Title,14,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1752371144-Trident Mint Bliss Suger Free Gum 14 Sticks.jpg?q=10
trident-wintergreen-sugar-free-gum,Trident Wintergreen Sugar Free Gum,14 Sticks,Candyshop,General,"General, Imported",TRUE,Title,Default Title,14,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1752371159-Trident Wintergreen Suger Free Gum 14 Sticks.jpg?q=10
mike-and-ike-sour-water-melon-120g,Mike And Ike Sour Water melon 120g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,1690,TRUE,TRUE,https://assets.indolj.io/upload/1783641219-MikeAndIkeSourWatermelon120g.jfif?q=10
jojo-sour-whacky-squeeze-candy,JOJO Sour Whacky Squeeze Candy,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,300,TRUE,TRUE,https://assets.indolj.io/upload/1784186233-JOJOSourWhackySqueezeCandy.jpg?q=10
trident-original-sugar-free-gum,Trident Original Sugar Free Gum,14 Sticks,Candyshop,General,"General, Imported",TRUE,Title,Default Title,14,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1752371169-Trident Original Suger Free Gum 14 Sticks.jpg?q=10
damel-gummyvegan-shiny-jelly-110g,Damel GummyVegan Shiny Jelly 110g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,580,TRUE,TRUE,https://assets.indolj.io/upload/1763035680-Damel GummyVegan Shiny Jelly 110g.jfif?q=10
fruit-roll-ups-tongue-tattoos-solar-melon,Fruit Roll Ups Tongue Tattoos Solar Melon,141g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,141,shopify,100,deny,manual,3850,TRUE,TRUE,https://assets.indolj.io/upload/1750125336-Fruit Roll Ups Tongue Tattoos Solar Melon 141g.jpg?q=10
trident-pineapple-twist-sugar-free-gum,Trident Pineapple Twist Sugar Free Gum,14 Sticks,Candyshop,General,"General, Imported",TRUE,Title,Default Title,14,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1752371093-rident Pineapple Twist Suger Free Gum 14 Sticks.jpg?q=10
brainblasters-ice-blasterz-candy,Brainblasters Ice Blasterz Candy,48g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,48,shopify,100,deny,manual,850,TRUE,TRUE,https://assets.indolj.io/upload/1750125345-Brainblasters Ice Blasterz Candy 48g.jpg?q=10
big-babol-bluebrry,Big Babol Bluebrry,22g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,22,shopify,100,deny,manual,290,TRUE,TRUE,https://assets.indolj.io/upload/1775744951-BigBabolBluebrry22g.jfif?q=10
trident-cinnamon,Trident Cinnamon,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1752371109-Trident Cinnamon.jpg?q=10
mike-and-ike-red-rageous-120g,Mike And Ike Red Rageous 120g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,1690,TRUE,TRUE,https://assets.indolj.io/upload/1783641285-MikeAndIkeRedRageous120g.jfif?q=10
warhead-trio-sourtube-gel-51g,Warhead Trio SourTube Gel 51g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,890,TRUE,TRUE,https://assets.indolj.io/upload/1784186316-WarheadTrioSourTubeGel51g.jpg?q=10
brainblasters-brain-burnerz-candy,Brainblasters Brain Burnerz Candy,48g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,48,shopify,100,deny,manual,850,TRUE,TRUE,https://assets.indolj.io/upload/1750125364-Brainblasters Brain Burnerz Candy 48g.jpg?q=10
trident-tropical-twist-sugar-free-gum,Trident Tropical Twist Sugar Free Gum,14 Sticks,Candyshop,General,"General, Imported",TRUE,Title,Default Title,14,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1752371181-Trident Tropical Twist Suger Free Gum 14 Sticks.jpg?q=10
brainblasters-hard-sour-candy,Brainblasters Hard Sour Candy,48g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,48,shopify,100,deny,manual,850,TRUE,TRUE,https://assets.indolj.io/upload/1750125373-Brainblasters Hard Sour Candy 48g.jpg?q=10
big-babol-sberry,Big Babol Sberry,22g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,22,shopify,100,deny,manual,290,TRUE,TRUE,https://assets.indolj.io/upload/1775744981-BigBabolSberry22g.jfif?q=10
trident-island-berry-lime-sugar-free-gum,Trident Island Berry Lime Sugar Free Gum,14 Sticks,Candyshop,General,"General, Imported",TRUE,Title,Default Title,14,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1752371193-Trident Island Berry Lime Suger Free Gum 14 Sticks.jpg?q=10
jojo-bling-ring-candy-12gm,JoJo Bling Ring Candy 12gm,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,60,TRUE,TRUE,https://assets.indolj.io/upload/1763035780-JoJo Bling Ring Candy 12gm.jfif?q=10
warheads-ooze-pop-candy-suoer-sour-jel,Warheads Ooze Pop Candy Suoer sour jel,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,850,TRUE,TRUE,https://assets.indolj.io/upload/1750125383-Warheads Ooze Pop Candy Suoer sour jel.webp?q=10
big-babol-tutti-fruti,Big Babol Tutti Fruti,22g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,22,shopify,100,deny,manual,290,TRUE,TRUE,https://assets.indolj.io/upload/1775745033-BigBabolTuttiFruti22g.jfif?q=10
trident-perfect-peppermint-sugar-free-gum,Trident Perfect Peppermint Sugar Free Gum,14 Sticks,Candyshop,General,"General, Imported",TRUE,Title,Default Title,14,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1752371207-Trident Perfect Peppermint Suger Free Gum 14 Sticks.jpg?q=10
mike-and-ike-mega-mix-sour-120g,Mike And Ike Mega Mix Sour 120g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,1690,TRUE,TRUE,https://assets.indolj.io/upload/1783641349-MikeAndIkeMegaMixSour120g.jfif?q=10
warheads-super-sour-tongue-splash,Warheads Super Sour Tongue Splash,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,850,TRUE,TRUE,https://assets.indolj.io/upload/1784186392-WarheadsSuperSourTongueSplash.jpg?q=10
hubba-bubba-fancy-fruit-mega-roll-gum,Hubba bubba Fancy Fruit Mega Roll Gum,56g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,56,shopify,100,deny,manual,690,TRUE,TRUE,https://assets.indolj.io/upload/1750125393-Hubba bubba Fancy Fruit Mega Roll Gum 56g.jpg?q=10
trident-watermelon-sugar-free-gum,Trident Watermelon Sugar Free Gum,14 Sticks,Candyshop,General,"General, Imported",TRUE,Title,Default Title,14,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1752371217-Trident Watermelon Suger Free Gum 14 Sticks.jpg?q=10
warhead-dippin-ring-25g,Warhead Dippin Ring 25g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,990,TRUE,TRUE,https://assets.indolj.io/upload/1763035839-Warhead Dippin Ring 25g.jfif?q=10
hubba-bubba-snappy-strawberry-mega-roll-gum,Hubba bubba Snappy Strawberry Mega Roll Gum,56g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,56,shopify,100,deny,manual,690,TRUE,TRUE,https://assets.indolj.io/upload/1750125490-Hubba bubba Snappy Strawberry Mega Roll Gum 56g.jpg?q=10
trident-spearmint-sugar-free-gum,Trident Spearmint Sugar Free Gum,14 Sticks,Candyshop,General,"General, Imported",TRUE,Title,Default Title,14,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1752371227-Trident Spearmint Suger Free Gum 14 Sticks.jpg?q=10
zed-gum-ball-machine,Zed Gum ball Machine,40g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,40,shopify,100,deny,manual,1450,TRUE,TRUE,https://assets.indolj.io/upload/1750125506-Zed Gum ball Machine 40g.webp?q=10
wrigleys-extra-strawberry-sugar-free,Wrigleys Extra Strawberry Sugar free,14g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,14,shopify,100,deny,manual,250,TRUE,TRUE,https://assets.indolj.io/upload/1752371295-Wrigleys Extra Strawberry Sugerfree 14g.jpg?q=10
mike-and-ike-original-fruits-120g,Mike And Ike Original Fruits 120g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,1690,TRUE,TRUE,https://assets.indolj.io/upload/1783641449-MikeAndIkeOriginalFruits120g.jfif?q=10
mike-and-ike-berry-blast-candy,Mike And Ike Berry Blast Candy,22g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,22,shopify,100,deny,manual,390,TRUE,TRUE,https://assets.indolj.io/upload/1750125527-Mike And Ike Berry Blast Candy 22g.jpg?q=10
wrigleys-extra-spearmint-sugar-free,Wrigleys Extra Spearmint Sugar free,14g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,14,shopify,100,deny,manual,250,TRUE,TRUE,https://assets.indolj.io/upload/1752371302-Wrigleys Extra Spearmint Sugerfree 14g.jpg?q=10
pez-candy-dispenser,Pez Candy Dispenser,17g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,17,shopify,100,deny,manual,1850,TRUE,TRUE,https://assets.indolj.io/upload/1750125538-Pez Candy Dispenser 17g.jpg?q=10
mentos-strawberry,Mentos Strawberry,37g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,37,shopify,100,deny,manual,180,TRUE,TRUE,https://assets.indolj.io/upload/1752370677-Mentos Sberry 37g.jpg?q=10
chupachups-filifolly-gum-tuttyfruty-11g,ChupaChups Filifolly Gum TuttyFruty 11g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,390,TRUE,TRUE,https://assets.indolj.io/upload/1763035936-ChupaChups Filifolly Gum TuttyFruty 11g.jfif?q=10
pez-fizzy-looney-tunes-fruit-candy,Pez Fizzy Looney Tunes Fruit Candy,30g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,30,shopify,100,deny,manual,590,TRUE,TRUE,https://assets.indolj.io/upload/1750125547-Pez Fizzy Looney Tunes Fruit Candy 30g.jpg?q=10
mentos-spearmint,Mentos Spearmint,37g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,37,shopify,100,deny,manual,180,TRUE,TRUE,https://assets.indolj.io/upload/1752370691-Mentos Spearmint 37g.jpg?q=10
mike-ike-jolly-joes-box-120g,Mike & Ike Jolly Joes Box 120g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,1690,TRUE,TRUE,https://assets.indolj.io/upload/1783641889-MikeIkeJollyJoesBox120g.jfif?q=10
zed-screamers-sour-gel-3-flavours,Zed Screamers Sour Gel 3 Flavours,45g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,45,shopify,100,deny,manual,690,TRUE,TRUE,https://assets.indolj.io/upload/1750125556-Zed Screamers Sour Gel 3 Flavours 45g.jpg?q=10
mentos-mint,Mentos Mint,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,180,TRUE,TRUE,https://assets.indolj.io/upload/1752371030-Mentos Mint.jpg?q=10
chupachups-filifolly-gum-strawberry-11g,ChupaChups Filifolly Gum Strawberry 11g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,390,TRUE,TRUE,https://assets.indolj.io/upload/1763035966-ChupaChups Filifolly Gum Strawberry 11g.jfif?q=10
skittles-crazy-sours-candy-pouch,Skittles Crazy Sours Candy Pouch,45g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,45,shopify,100,deny,manual,550,TRUE,TRUE,https://assets.indolj.io/upload/1750125565-Skittles Crazy Sours Candy Pouch 45g.avif?q=10
chupachups-filifolly-gum-rasa-tutti-fruti-11g,ChupaChups Filifolly Gum Rasa Tutti Fruti 11g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,390,TRUE,TRUE,https://assets.indolj.io/upload/1763036019-ChupaChups Filifolly Gum Rasa Tutti Fruti 11g.jfif?q=10
skittles-fruits-candy-pouch,Skittles Fruits Candy Pouch,45g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,45,shopify,100,deny,manual,550,TRUE,TRUE,https://assets.indolj.io/upload/1750125576-Skittles Fruits Candy Pouch 45g.avif?q=10
warheads-sour-blue-raspberry-soda-can,Warheads Sour Blue Raspberry Soda Can,355ML,Candyshop,General,"General, Imported",TRUE,Title,Default Title,355,shopify,100,deny,manual,1050,TRUE,TRUE,https://assets.indolj.io/upload/1775745376-WarheadsSourBlueRaspberrySodaCan355ML.jfif?q=10
mentos-fruit,Mentos Fruit,37.5g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,37,shopify,100,deny,manual,180,TRUE,TRUE,https://assets.indolj.io/upload/1752371037-Mentos Fruit 37.5g.jpg?q=10
mike-and-ike-mega-mix-120g,Mike And Ike Mega Mix 120g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,1690,TRUE,TRUE,https://assets.indolj.io/upload/1783641942-MikeAndIkeMegaMix120g.jfif?q=10
skittles-tropical-candy-pouch,Skittles Tropical Candy Pouch,45g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,45,shopify,100,deny,manual,550,TRUE,TRUE,https://assets.indolj.io/upload/1750125599-Skittles Tropical Candy Pouch 45g.webp?q=10
fruitella-black-currant,Fruitella Black Currant,36g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,36,shopify,100,deny,manual,220,TRUE,TRUE,https://assets.indolj.io/upload/1752370428-Fruitella Black Currant 36g.jpg?q=10
chupachups-filifolly-gum-watermelon-11g,ChupaChups Filifolly Gum WaterMelon 11g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,390,TRUE,TRUE,https://assets.indolj.io/upload/1763036092-ChupaChups Filifolly Gum WaterMelon 11g.jfif?q=10
bazooka-juicy-drop-pop-raspberry,Bazooka Juicy Drop Pop Raspberry,26g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,26,shopify,100,deny,manual,1150,TRUE,TRUE,https://assets.indolj.io/upload/1750125613-Bazooka Juicy Drop Pop Raspberry 26g.webp?q=10
fruitella-lemon,Fruitella Lemon,36g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,36,shopify,100,deny,manual,220,TRUE,TRUE,https://assets.indolj.io/upload/1752370434-Fruitella Lemon 36g.jpg?q=10
bebeto-tape-tum-extra-longtropical-25g,Bebeto Tape Tum Extra LongTropical 25g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,370,TRUE,TRUE,https://assets.indolj.io/upload/1763036145-Bebeto Tape Tum Extra LongTropical 25g.jfif?q=10
bazooka-juicy-drop-pop-berry,Bazooka Juicy Drop Pop berry,26g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,26,shopify,100,deny,manual,1150,TRUE,TRUE,https://assets.indolj.io/upload/1750125621-Bazooka Juicy Drop Pop berry 26g.webp?q=10
jojo-goals-gum-50g,JOJO Goals Gum 50g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,200,TRUE,TRUE,https://assets.indolj.io/upload/1763036186-JOJO Goals Gum 50g.jfif?q=10
bazooka-big-baby-pop-cola,Bazooka Big baby pop Cola,32g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,32,shopify,100,deny,manual,1050,TRUE,TRUE,https://assets.indolj.io/upload/1750125631-Bazooka Big baby pop Cola 32g.jpg?q=10
fruitella-orange,Fruitella Orange,36g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,36,shopify,100,deny,manual,220,TRUE,TRUE,https://assets.indolj.io/upload/1752324208-Fruitella-Orange-36g.jpg?q=10
